BSSID,DATANUM,RSSI,REGION
f4:d9:fb:cf:b2:6c,2,-80,REGION1
f4:d9:fb:cf:fa:ad,2,-82,REGION1
f4:d9:fb:cf:fa:ae,2,-82,REGION1
f4:d9:fb:cf:9f:a5,2,-85,REGION1
f4:d9:fb:cf:9f:a3,2,-86,REGION1
f4:d9:fb:d2:66:c3,2,-86,REGION1
f4:d9:fb:d2:66:c4,2,-86,REGION1
f4:d9:fb:d2:66:c5,2,-86,REGION1
f4:d9:fb:d2:66:c2,2,-86,REGION1
ee:5c:68:4f:81:03,2,-86,REGION1
f4:d9:fb:d2:66:c6,2,-86,REGION1
f4:d9:fb:cf:9f:a6,2,-86,REGION1
f4:d9:fb:d2:67:4e,2,-87,REGION1
f4:d9:fb:cf:d3:65,2,-87,REGION1
f4:d9:fb:d2:66:c1,2,-87,REGION1
f4:d9:fb:d2:67:4d,2,-88,REGION1
f4:d9:fb:d2:67:4c,2,-88,REGION1
f4:d9:fb:d2:67:4a,2,-88,REGION1
70:5d:cc:cc:02:d2,2,-88,REGION1
f4:d9:fb:d0:60:a3,2,-89,REGION1
f4:d9:fb:d2:67:49,2,-89,REGION1
f4:d9:fb:d0:60:a2,2,-90,REGION1
f4:d9:fb:d0:60:a5,2,-90,REGION1
f4:d9:fb:d0:60:a4,2,-90,REGION1
f4:d9:fb:d0:60:a6,2,-90,REGION1
32:cd:a7:9c:db:05,2,-90,REGION1
f4:d9:fb:cf:b6:2b,2,-90,REGION1
f4:d9:fb:d0:60:a1,2,-91,REGION1
90:9f:33:97:70:6a,2,-91,REGION1
f4:d9:fb:d0:67:2b,2,-91,REGION1
f4:d9:fb:d0:67:2a,2,-91,REGION1
f4:d9:fb:d0:67:2d,2,-91,REGION1
f4:d9:fb:d0:67:2e,2,-91,REGION1
f4:d9:fb:cf:b6:2a,2,-91,REGION1
f4:d9:fb:d0:12:ab,2,-91,REGION1
f4:d9:fb:cf:b6:2c,2,-91,REGION1
f4:d9:fb:d0:67:2c,2,-92,REGION1
f4:d9:fb:d3:ea:4e,2,-94,REGION1
88:36:6c:86:43:a8,2,-97,REGION1
90:9f:33:7f:84:62,2,-97,REGION1
86:25:19:29:9e:66,2,-99,REGION1
f4:d9:fb:d0:44:ea,3,-34,REGION1
f4:d9:fb:d0:44:ed,3,-34,REGION1
f4:d9:fb:d0:44:eb,3,-34,REGION1
f4:d9:fb:d0:44:ee,3,-34,REGION1
f4:d9:fb:d0:44:ec,3,-34,REGION1
f4:d9:fb:d0:44:e2,3,-45,REGION1
f4:d9:fb:d0:44:e5,3,-45,REGION1
f4:d9:fb:d0:44:e1,3,-46,REGION1
f4:d9:fb:d0:44:e4,3,-46,REGION1
f4:d9:fb:d0:44:e3,3,-46,REGION1
f4:d9:fb:cf:95:e6,3,-56,REGION1
f4:d9:fb:cf:95:e5,3,-56,REGION1
f4:d9:fb:cf:95:e3,3,-56,REGION1
f4:d9:fb:cf:95:e4,3,-56,REGION1
f4:d9:fb:cf:95:e2,3,-57,REGION1
f4:d9:fb:cf:95:e1,3,-57,REGION1
f4:d9:fb:cf:95:ee,3,-60,REGION1
f4:d9:fb:cf:95:ea,3,-60,REGION1
f4:d9:fb:cf:95:ed,3,-60,REGION1
f4:d9:fb:cf:95:ec,3,-60,REGION1
f4:d9:fb:cf:95:e9,3,-60,REGION1
f4:d9:fb:cf:95:eb,3,-61,REGION1
f4:d9:fb:cf:95:ec,3,-61,REGION1
f4:d9:fb:d0:13:6d,3,-70,REGION1
f4:d9:fb:d0:13:6e,3,-70,REGION1
f4:d9:fb:d0:13:6c,3,-70,REGION1
f4:d9:fb:d0:13:6a,3,-70,REGION1
f4:d9:fb:d0:13:6b,3,-71,REGION1
f4:d9:fb:d2:66:cc,3,-71,REGION1
f4:d9:fb:d4:2f:ce,3,-71,REGION1
f4:d9:fb:d4:2f:cd,3,-71,REGION1
f4:d9:fb:d4:2f:ca,3,-71,REGION1
f4:d9:fb:d4:2f:cb,3,-71,REGION1
f4:d9:fb:d4:2f:c9,3,-71,REGION1
f4:d9:fb:d4:2f:cc,3,-71,REGION1
f4:d9:fb:d0:24:2b,3,-72,REGION1
f4:d9:fb:d0:24:2a,3,-72,REGION1
f4:d9:fb:d0:24:2d,3,-72,REGION1
f4:d9:fb:d0:24:24,3,-72,REGION1
f4:d9:fb:d2:66:cd,3,-72,REGION1
f4:d9:fb:d2:66:ce,3,-72,REGION1
f4:d9:fb:d2:66:cb,3,-72,REGION1
f4:d9:fb:d2:66:ca,3,-72,REGION1
f4:d9:fb:d2:66:cc,3,-72,REGION1
f4:d9:fb:cf:cd:2d,3,-73,REGION1
f4:d9:fb:cf:cd:2e,3,-73,REGION1
f4:d9:fb:cf:cd:2c,3,-73,REGION1
f4:d9:fb:d0:24:25,3,-73,REGION1
f4:d9:fb:cf:cd:29,3,-73,REGION1
f4:d9:fb:cf:cd:2a,3,-74,REGION1
f4:d9:fb:cf:cd:2b,3,-74,REGION1
f4:d9:fb:d0:24:21,3,-74,REGION1
f4:d9:fb:d0:24:22,3,-74,REGION1
f4:d9:fb:d0:24:23,3,-74,REGION1
f4:d9:fb:d0:24:26,3,-74,REGION1
f4:d9:fb:cf:9f:ab,3,-75,REGION1
f4:d9:fb:cf:9f:aa,3,-75,REGION1
f4:d9:fb:cf:9f:ac,3,-75,REGION1
f4:d9:fb:d0:13:63,3,-75,REGION1
f4:d9:fb:cf:d3:6a,3,-75,REGION1
f4:d9:fb:d0:13:65,3,-76,REGION1
f4:d9:fb:cf:9f:ad,3,-76,REGION1
f4:d9:fb:cf:9f:ae,3,-76,REGION1
f4:d9:fb:d0:13:61,3,-76,REGION1
f4:d9:fb:d0:13:62,3,-76,REGION1
f4:d9:fb:d0:13:64,3,-76,REGION1
f4:d9:fb:cf:d3:6e,3,-77,REGION1
f4:d9:fb:cf:d3:6c,3,-77,REGION1
f4:d9:fb:cf:d3:6b,3,-77,REGION1
f4:d9:fb:cf:97:6c,3,-77,REGION1
f4:d9:fb:d4:2f:c1,3,-78,REGION1
f4:d9:fb:d4:2f:c4,3,-78,REGION1
f4:d9:fb:cf:cd:21,3,-79,REGION1
f4:d9:fb:cf:cd:22,3,-79,REGION1
f4:d9:fb:cf:cd:25,3,-79,REGION1
f4:d9:fb:cf:cd:24,3,-79,REGION1
f4:d9:fb:cf:cd:23,3,-79,REGION1
64:e5:99:9f:45:a2,3,-79,REGION1
f4:d9:fb:d4:2f:c2,3,-79,REGION1
f4:d9:fb:d4:2f:c5,3,-79,REGION1
f4:d9:fb:d4:2f:c3,3,-79,REGION1
20:db:ab:92:a1:2b,3,-79,REGION1
20:db:ab:92:a1:2a,3,-79,REGION1
f4:d9:fb:d0:0a:ab,3,-79,REGION1
20:db:ab:92:a1:2d,3,-79,REGION1
f4:d9:fb:cf:b2:6a,3,-80,REGION1
f4:d9:fb:cf:b2:6b,3,-80,REGION1
20:db:ab:92:a1:2c,3,-80,REGION1
f4:d9:fb:cf:b2:6d,3,-80,REGION1
f4:d9:fb:cf:b2:6e,3,-80,REGION1
20:db:ab:92:a1:2c,3,-80,REGION1
f4:d9:fb:cf:b2:6c,3,-80,REGION1
f4:d9:fb:cf:fa:ad,3,-82,REGION1
f4:d9:fb:cf:fa:ae,3,-82,REGION1
f4:d9:fb:cf:9f:a5,3,-85,REGION1
f4:d9:fb:cf:9f:a3,3,-86,REGION1
f4:d9:fb:d2:66:c3,3,-86,REGION1
f4:d9:fb:d2:66:c4,3,-86,REGION1
f4:d9:fb:d2:66:c5,3,-86,REGION1
f4:d9:fb:d2:66:c2,3,-86,REGION1
ee:5c:68:4f:81:03,3,-86,REGION1
f4:d9:fb:d2:66:c6,3,-86,REGION1
f4:d9:fb:cf:9f:a6,3,-86,REGION1
f4:d9:fb:d2:67:4e,3,-87,REGION1
f4:d9:fb:cf:d3:65,3,-87,REGION1
f4:d9:fb:d2:66:c1,3,-87,REGION1
f4:d9:fb:d2:67:4d,3,-88,REGION1
f4:d9:fb:d2:67:4c,3,-88,REGION1
f4:d9:fb:d2:67:4a,3,-88,REGION1
70:5d:cc:cc:02:d2,3,-88,REGION1
f4:d9:fb:d0:60:a3,3,-89,REGION1
f4:d9:fb:d2:67:49,3,-89,REGION1
f4:d9:fb:d0:60:a2,3,-90,REGION1
f4:d9:fb:d0:60:a5,3,-90,REGION1
f4:d9:fb:d0:60:a4,3,-90,REGION1
f4:d9:fb:d0:60:a6,3,-90,REGION1
32:cd:a7:9c:db:05,3,-90,REGION1
f4:d9:fb:cf:b6:2b,3,-90,REGION1
f4:d9:fb:d0:60:a1,3,-91,REGION1
90:9f:33:97:70:6a,3,-91,REGION1
f4:d9:fb:d0:67:2b,3,-91,REGION1
f4:d9:fb:d0:67:2a,3,-91,REGION1
f4:d9:fb:d0:67:2d,3,-91,REGION1
f4:d9:fb:d0:67:2e,3,-91,REGION1
f4:d9:fb:cf:b6:2a,3,-91,REGION1
f4:d9:fb:d0:12:ab,3,-91,REGION1
f4:d9:fb:cf:b6:2c,3,-91,REGION1
f4:d9:fb:d0:67:2c,3,-92,REGION1
f4:d9:fb:d3:ea:4e,3,-94,REGION1
88:36:6c:86:43:a8,3,-97,REGION1
90:9f:33:7f:84:62,3,-97,REGION1
86:25:19:29:9e:66,3,-99,REGION1
f4:d9:fb:d0:44:ea,4,-34,REGION1
f4:d9:fb:d0:44:ed,4,-34,REGION1
f4:d9:fb:d0:44:eb,4,-34,REGION1
f4:d9:fb:d0:44:ee,4,-34,REGION1
f4:d9:fb:d0:44:ec,4,-34,REGION1
f4:d9:fb:d0:44:e2,4,-45,REGION1
f4:d9:fb:d0:44:e5,4,-45,REGION1
f4:d9:fb:d0:44:e1,4,-46,REGION1
f4:d9:fb:d0:44:e4,4,-46,REGION1
f4:d9:fb:d0:44:e3,4,-46,REGION1
f4:d9:fb:cf:95:e6,4,-56,REGION1
f4:d9:fb:cf:95:e5,4,-56,REGION1
f4:d9:fb:cf:95:e3,4,-56,REGION1
f4:d9:fb:cf:95:e4,4,-56,REGION1
f4:d9:fb:cf:95:e2,4,-57,REGION1
f4:d9:fb:cf:95:e1,4,-57,REGION1
f4:d9:fb:cf:95:ee,4,-60,REGION1
f4:d9:fb:cf:95:ea,4,-60,REGION1
f4:d9:fb:cf:95:ed,4,-60,REGION1
f4:d9:fb:cf:95:ec,4,-60,REGION1
f4:d9:fb:cf:95:e9,4,-60,REGION1
f4:d9:fb:cf:95:eb,4,-61,REGION1
f4:d9:fb:cf:95:ec,4,-61,REGION1
f4:d9:fb:d0:13:6d,4,-70,REGION1
f4:d9:fb:d0:13:6e,4,-70,REGION1
f4:d9:fb:d0:13:6c,4,-70,REGION1
f4:d9:fb:d0:13:6a,4,-70,REGION1
f4:d9:fb:d0:13:6b,4,-71,REGION1
f4:d9:fb:d2:66:cc,4,-71,REGION1
f4:d9:fb:d4:2f:ce,4,-71,REGION1
f4:d9:fb:d4:2f:cd,4,-71,REGION1
f4:d9:fb:d4:2f:ca,4,-71,REGION1
f4:d9:fb:d4:2f:cb,4,-71,REGION1
f4:d9:fb:d4:2f:c9,4,-71,REGION1
f4:d9:fb:d4:2f:cc,4,-71,REGION1
f4:d9:fb:d0:24:2b,4,-72,REGION1
f4:d9:fb:d0:24:2a,4,-72,REGION1
f4:d9:fb:d0:24:2d,4,-72,REGION1
f4:d9:fb:d0:24:24,4,-72,REGION1
f4:d9:fb:d2:66:cd,4,-72,REGION1
f4:d9:fb:d2:66:ce,4,-72,REGION1
f4:d9:fb:d2:66:cb,4,-72,REGION1
f4:d9:fb:d2:66:ca,4,-72,REGION1
f4:d9:fb:d2:66:cc,4,-72,REGION1
f4:d9:fb:cf:cd:2d,4,-73,REGION1
f4:d9:fb:cf:cd:2e,4,-73,REGION1
f4:d9:fb:cf:cd:2c,4,-73,REGION1
f4:d9:fb:d0:24:25,4,-73,REGION1
f4:d9:fb:cf:cd:29,4,-73,REGION1
f4:d9:fb:cf:cd:2a,4,-74,REGION1
f4:d9:fb:cf:cd:2b,4,-74,REGION1
f4:d9:fb:d0:24:21,4,-74,REGION1
f4:d9:fb:d0:24:22,4,-74,REGION1
f4:d9:fb:d0:24:23,4,-74,REGION1
f4:d9:fb:d0:24:26,4,-74,REGION1
f4:d9:fb:cf:9f:ab,4,-75,REGION1
f4:d9:fb:cf:9f:aa,4,-75,REGION1
f4:d9:fb:cf:9f:ac,4,-75,REGION1
f4:d9:fb:d0:13:63,4,-75,REGION1
f4:d9:fb:cf:d3:6a,4,-75,REGION1
f4:d9:fb:d0:13:65,4,-76,REGION1
f4:d9:fb:cf:9f:ad,4,-76,REGION1
f4:d9:fb:cf:9f:ae,4,-76,REGION1
f4:d9:fb:d0:13:61,4,-76,REGION1
f4:d9:fb:d0:13:62,4,-76,REGION1
f4:d9:fb:d0:13:64,4,-76,REGION1
f4:d9:fb:cf:d3:6e,4,-77,REGION1
f4:d9:fb:cf:d3:6c,4,-77,REGION1
f4:d9:fb:cf:d3:6b,4,-77,REGION1
f4:d9:fb:cf:97:6c,4,-77,REGION1
f4:d9:fb:d4:2f:c1,4,-78,REGION1
f4:d9:fb:d4:2f:c4,4,-78,REGION1
f4:d9:fb:cf:cd:21,4,-79,REGION1
f4:d9:fb:cf:cd:22,4,-79,REGION1
f4:d9:fb:cf:cd:25,4,-79,REGION1
f4:d9:fb:cf:cd:24,4,-79,REGION1
f4:d9:fb:cf:cd:23,4,-79,REGION1
64:e5:99:9f:45:a2,4,-79,REGION1
f4:d9:fb:d4:2f:c2,4,-79,REGION1
f4:d9:fb:d4:2f:c5,4,-79,REGION1
f4:d9:fb:d4:2f:c3,4,-79,REGION1
20:db:ab:92:a1:2b,4,-79,REGION1
20:db:ab:92:a1:2a,4,-79,REGION1
f4:d9:fb:d0:0a:ab,4,-79,REGION1
20:db:ab:92:a1:2d,4,-79,REGION1
f4:d9:fb:cf:b2:6a,4,-80,REGION1
f4:d9:fb:cf:b2:6b,4,-80,REGION1
20:db:ab:92:a1:2c,4,-80,REGION1
f4:d9:fb:cf:b2:6d,4,-80,REGION1
f4:d9:fb:cf:b2:6e,4,-80,REGION1
20:db:ab:92:a1:2c,4,-80,REGION1
f4:d9:fb:cf:b2:6c,4,-80,REGION1
f4:d9:fb:cf:fa:ad,4,-82,REGION1
f4:d9:fb:cf:fa:ae,4,-82,REGION1
f4:d9:fb:cf:9f:a5,4,-85,REGION1
f4:d9:fb:cf:9f:a3,4,-86,REGION1
f4:d9:fb:d2:66:c3,4,-86,REGION1
f4:d9:fb:d2:66:c4,4,-86,REGION1
f4:d9:fb:d2:66:c5,4,-86,REGION1
f4:d9:fb:d2:66:c2,4,-86,REGION1
ee:5c:68:4f:81:03,4,-86,REGION1
f4:d9:fb:d2:66:c6,4,-86,REGION1
f4:d9:fb:cf:9f:a6,4,-86,REGION1
f4:d9:fb:d2:67:4e,4,-87,REGION1
f4:d9:fb:cf:d3:65,4,-87,REGION1
f4:d9:fb:d2:66:c1,4,-87,REGION1
f4:d9:fb:d2:67:4d,4,-88,REGION1
f4:d9:fb:d2:67:4c,4,-88,REGION1
f4:d9:fb:d2:67:4a,4,-88,REGION1
70:5d:cc:cc:02:d2,4,-88,REGION1
f4:d9:fb:d0:60:a3,4,-89,REGION1
f4:d9:fb:d2:67:49,4,-89,REGION1
f4:d9:fb:d0:60:a2,4,-90,REGION1
f4:d9:fb:d0:60:a5,4,-90,REGION1
f4:d9:fb:d0:60:a4,4,-90,REGION1
f4:d9:fb:d0:60:a6,4,-90,REGION1
32:cd:a7:9c:db:05,4,-90,REGION1
f4:d9:fb:cf:b6:2b,4,-90,REGION1
f4:d9:fb:d0:60:a1,4,-91,REGION1
90:9f:33:97:70:6a,4,-91,REGION1
f4:d9:fb:d0:67:2b,4,-91,REGION1
