BSSID,DATANUM,RSSI,REGION
f4:d9:fb:d3:ea:43,1,-55,REGION10
f4:d9:fb:d3:ea:42,1,-56,REGION10
f4:d9:fb:d3:ea:44,1,-56,REGION10
f4:d9:fb:d3:ea:45,1,-56,REGION10
f4:d9:fb:d3:ea:46,1,-56,REGION10
f4:d9:fb:d3:ea:41,1,-57,REGION10
64:e5:99:a4:f5:4c,1,-57,REGION10
f4:d9:fb:cf:cd:6d,1,-59,REGION10
f4:d9:fb:cf:cd:6e,1,-61,REGION10
f4:d9:fb:cf:cd:6a,1,-61,REGION10
f4:d9:fb:cf:cd:6c,1,-61,REGION10
f4:d9:fb:cf:cd:6c,1,-62,REGION10
f4:d9:fb:cf:cd:6b,1,-62,REGION10
f4:d9:fb:cf:cd:69,1,-62,REGION10
2a:56:5a:21:83:62,1,-63,REGION10
64:e5:99:a4:f5:48,1,-63,REGION10
f4:d9:fb:d0:63:6d,1,-64,REGION10
f4:d9:fb:d0:63:6e,1,-64,REGION10
f4:d9:fb:d0:63:6c,1,-64,REGION10
f4:d9:fb:d0:63:6b,1,-64,REGION10
f4:d9:fb:d0:63:6a,1,-64,REGION10
f4:d9:fb:d2:8e:0c,1,-64,REGION10
f4:d9:fb:d3:ea:4d,1,-65,REGION10
f4:d9:fb:d2:8e:0e,1,-66,REGION10
f4:d9:fb:d2:8e:0b,1,-66,REGION10
f4:d9:fb:d3:ea:4e,1,-66,REGION10
f4:d9:fb:d2:8e:0d,1,-67,REGION10
f4:d9:fb:d2:8e:0a,1,-67,REGION10
f4:d9:fb:d2:8e:0c,1,-67,REGION10
f4:d9:fb:d3:ea:4b,1,-67,REGION10
f4:d9:fb:d3:ea:4a,1,-67,REGION10
f4:d9:fb:d3:ea:49,1,-67,REGION10
f4:d9:fb:d3:ea:4c,1,-67,REGION10
f4:d9:fb:d3:ea:4c,1,-67,REGION10
f4:d9:fb:d2:8e:09,1,-67,REGION10
64:e5:99:a5:2b:58,1,-68,REGION10
f4:d9:fb:d0:63:62,1,-71,REGION10
f4:d9:fb:d0:63:61,1,-71,REGION10
f4:d9:fb:d0:63:65,1,-71,REGION10
f4:d9:fb:d0:63:63,1,-71,REGION10
f4:d9:fb:d0:63:64,1,-71,REGION10
f4:d9:fb:cf:d9:24,1,-72,REGION10
f4:d9:fb:cf:d9:25,1,-72,REGION10
f4:d9:fb:cf:d9:26,1,-72,REGION10
f4:d9:fb:cf:d9:23,1,-72,REGION10
f4:d9:fb:cf:d1:ad,1,-73,REGION10
f4:d9:fb:cf:d1:ae,1,-73,REGION10
f4:d9:fb:cf:d9:22,1,-73,REGION10
f4:d9:fb:cf:d9:21,1,-73,REGION10
f4:d9:fb:cf:d1:ac,1,-73,REGION10
f4:d9:fb:cf:d1:ab,1,-73,REGION10
f4:d9:fb:cf:d1:aa,1,-73,REGION10
f4:d9:fb:d0:38:e4,1,-73,REGION10
f4:d9:fb:cf:d1:a9,1,-73,REGION10
f4:d9:fb:d0:38:e5,1,-75,REGION10
f4:d9:fb:d0:38:e2,1,-75,REGION10
f4:d9:fb:d0:38:e6,1,-75,REGION10
f4:d9:fb:d0:38:e3,1,-75,REGION10
54:a0:50:d8:20:68,1,-76,REGION10
f4:d9:fb:d0:38:e1,1,-76,REGION10
f4:d9:fb:d3:eb:04,1,-76,REGION10
f4:d9:fb:d3:eb:03,1,-76,REGION10
f4:d9:fb:d0:24:2d,1,-76,REGION10
f4:d9:fb:d3:eb:02,1,-77,REGION10
f4:d9:fb:d3:eb:01,1,-77,REGION10
f4:d9:fb:d3:eb:05,1,-77,REGION10
f4:d9:fb:d0:24:24,1,-78,REGION10
f4:d9:fb:d0:24:23,1,-78,REGION10
f4:d9:fb:d0:24:25,1,-78,REGION10
f4:d9:fb:d0:24:26,1,-78,REGION10
f4:d9:fb:d2:8e:02,1,-79,REGION10
f4:d9:fb:cf:cd:62,1,-79,REGION10
f4:d9:fb:d2:8e:03,1,-79,REGION10
f4:d9:fb:d2:8e:05,1,-79,REGION10
f4:d9:fb:cf:cd:64,1,-79,REGION10
f4:d9:fb:d0:38:ee,1,-79,REGION10
f4:d9:fb:cf:cd:65,1,-79,REGION10
f4:d9:fb:d0:24:21,1,-79,REGION10
f4:d9:fb:d0:24:22,1,-79,REGION10
f4:d9:fb:cf:cd:66,1,-79,REGION10
f4:d9:fb:d2:8e:04,1,-80,REGION10
f4:d9:fb:d0:18:ac,1,-80,REGION10
f4:d9:fb:d0:18:ab,1,-80,REGION10
f4:d9:fb:d0:18:aa,1,-80,REGION10
f4:d9:fb:cf:cd:61,1,-80,REGION10
f4:d9:fb:d0:18:ae,1,-80,REGION10
f4:d9:fb:d0:18:ad,1,-81,REGION10
f4:d9:fb:cf:d1:a1,1,-84,REGION10
f4:d9:fb:cf:d1:a4,1,-84,REGION10
20:db:ab:92:99:ed,1,-84,REGION10
f4:d9:fb:cf:d1:a2,1,-85,REGION10
f4:d9:fb:cf:d1:a5,1,-85,REGION10
f4:d9:fb:cf:d1:a3,1,-85,REGION10
20:db:ab:92:99:eb,1,-85,REGION10
f4:d9:fb:d0:3a:aa,1,-85,REGION10
20:db:ab:92:99:e9,1,-85,REGION10
20:db:ab:92:99:ec,1,-85,REGION10
f4:d9:fb:d0:3a:ab,1,-86,REGION10
f4:d9:fb:d0:3a:ac,1,-86,REGION10
88:36:6c:4e:75:5e,1,-86,REGION10
72:5d:cc:41:ec:bc,1,-86,REGION10
f4:d9:fb:d0:3a:ad,1,-86,REGION10
20:db:ab:92:99:ea,1,-86,REGION10
f4:d9:fb:d0:3a:a9,1,-86,REGION10
e0:5f:b9:a3:5d:36,1,-86,REGION10
a8:5e:45:f2:b7:24,1,-88,REGION10
f4:d9:fb:d0:44:ea,1,-91,REGION10
20:db:ab:92:9a:61,1,-92,REGION10
20:db:ab:92:97:ca,1,-92,REGION10
f4:d9:fb:d0:44:e9,1,-92,REGION10
f4:d9:fb:cf:ce:69,1,-94,REGION10
20:db:ab:92:97:c5,1,-94,REGION10
20:db:ab:92:97:c4,1,-95,REGION10
f4:d9:fb:d0:0a:25,1,-95,REGION10
20:db:ab:92:97:c2,1,-96,REGION10
20:db:ab:92:9a:66,1,-96,REGION10
20:db:ab:92:9a:65,1,-96,REGION10
f4:d9:fb:d0:0a:23,1,-96,REGION10
f4:d9:fb:d0:0a:24,1,-96,REGION10
f4:d9:fb:d0:0a:22,1,-96,REGION10
f4:d9:fb:d0:0a:26,1,-96,REGION10
88:36:6c:13:2b:46,1,-97,REGION10
f4:d9:fb:cf:d0:a4,1,-97,REGION10
f4:d9:fb:cf:d0:a6,1,-97,REGION10
f4:d9:fb:cf:d0:a5,1,-97,REGION10
70:5d:cc:5c:76:52,1,-98,REGION10
f4:d9:fb:d3:ea:43,2,-55,REGION10
f4:d9:fb:d3:ea:42,2,-56,REGION10
f4:d9:fb:d3:ea:44,2,-56,REGION10
f4:d9:fb:d3:ea:45,2,-56,REGION10
f4:d9:fb:d3:ea:46,2,-56,REGION10
f4:d9:fb:d3:ea:41,2,-57,REGION10
64:e5:99:a4:f5:4c,2,-57,REGION10
f4:d9:fb:cf:cd:6d,2,-59,REGION10
f4:d9:fb:cf:cd:6e,2,-61,REGION10
f4:d9:fb:cf:cd:6a,2,-61,REGION10
f4:d9:fb:cf:cd:6c,2,-61,REGION10
f4:d9:fb:cf:cd:6c,2,-62,REGION10
f4:d9:fb:cf:cd:6b,2,-62,REGION10
f4:d9:fb:cf:cd:69,2,-62,REGION10
2a:56:5a:21:83:62,2,-63,REGION10
64:e5:99:a4:f5:48,2,-63,REGION10
f4:d9:fb:d0:63:6d,2,-64,REGION10
f4:d9:fb:d0:63:6e,2,-64,REGION10
f4:d9:fb:d0:63:6c,2,-64,REGION10
f4:d9:fb:d0:63:6b,2,-64,REGION10
f4:d9:fb:d0:63:6a,2,-64,REGION10
f4:d9:fb:d2:8e:0c,2,-64,REGION10
f4:d9:fb:d3:ea:4d,2,-65,REGION10
f4:d9:fb:d2:8e:0e,2,-66,REGION10
f4:d9:fb:d2:8e:0b,2,-66,REGION10
f4:d9:fb:d3:ea:4e,2,-66,REGION10
f4:d9:fb:d2:8e:0d,2,-67,REGION10
f4:d9:fb:d2:8e:0a,2,-67,REGION10
f4:d9:fb:d2:8e:0c,2,-67,REGION10
f4:d9:fb:d3:ea:4b,2,-67,REGION10
f4:d9:fb:d3:ea:4a,2,-67,REGION10
f4:d9:fb:d3:ea:49,2,-67,REGION10
f4:d9:fb:d3:ea:4c,2,-67,REGION10
f4:d9:fb:d3:ea:4c,2,-67,REGION10
f4:d9:fb:d2:8e:09,2,-67,REGION10
64:e5:99:a5:2b:58,2,-68,REGION10
f4:d9:fb:d0:63:62,2,-71,REGION10
f4:d9:fb:d0:63:61,2,-71,REGION10
f4:d9:fb:d0:63:65,2,-71,REGION10
f4:d9:fb:d0:63:63,2,-71,REGION10
f4:d9:fb:d0:63:64,2,-71,REGION10
f4:d9:fb:cf:d9:24,2,-72,REGION10
f4:d9:fb:cf:d9:25,2,-72,REGION10
f4:d9:fb:cf:d9:26,2,-72,REGION10
f4:d9:fb:cf:d9:23,2,-72,REGION10
f4:d9:fb:cf:d1:ad,2,-73,REGION10
f4:d9:fb:cf:d1:ae,2,-73,REGION10
f4:d9:fb:cf:d9:22,2,-73,REGION10
f4:d9:fb:cf:d9:21,2,-73,REGION10
f4:d9:fb:cf:d1:ac,2,-73,REGION10
f4:d9:fb:cf:d1:ab,2,-73,REGION10
f4:d9:fb:cf:d1:aa,2,-73,REGION10
f4:d9:fb:d0:38:e4,2,-73,REGION10
f4:d9:fb:cf:d1:a9,2,-73,REGION10
f4:d9:fb:d0:38:e5,2,-75,REGION10
f4:d9:fb:d0:38:e2,2,-75,REGION10
f4:d9:fb:d0:38:e6,2,-75,REGION10
f4:d9:fb:d0:38:e3,2,-75,REGION10
54:a0:50:d8:20:68,2,-76,REGION10
f4:d9:fb:d0:38:e1,2,-76,REGION10
f4:d9:fb:d3:eb:04,2,-76,REGION10
f4:d9:fb:d3:eb:03,2,-76,REGION10
f4:d9:fb:d0:24:2d,2,-76,REGION10
f4:d9:fb:d3:eb:02,2,-77,REGION10
f4:d9:fb:d3:eb:01,2,-77,REGION10
f4:d9:fb:d3:eb:05,2,-77,REGION10
f4:d9:fb:d0:24:24,2,-78,REGION10
f4:d9:fb:d0:24:23,2,-78,REGION10
f4:d9:fb:d0:24:25,2,-78,REGION10
f4:d9:fb:d0:24:26,2,-78,REGION10
f4:d9:fb:d2:8e:02,2,-79,REGION10
f4:d9:fb:cf:cd:62,2,-79,REGION10
f4:d9:fb:d2:8e:03,2,-79,REGION10
f4:d9:fb:d2:8e:05,2,-79,REGION10
f4:d9:fb:cf:cd:64,2,-79,REGION10
f4:d9:fb:d0:38:ee,2,-79,REGION10
f4:d9:fb:cf:cd:65,2,-79,REGION10
f4:d9:fb:d0:24:21,2,-79,REGION10
f4:d9:fb:d0:24:22,2,-79,REGION10
f4:d9:fb:cf:cd:66,2,-79,REGION10
f4:d9:fb:d2:8e:04,2,-80,REGION10
f4:d9:fb:d0:18:ac,2,-80,REGION10
f4:d9:fb:d0:18:ab,2,-80,REGION10
f4:d9:fb:d0:18:aa,2,-80,REGION10
f4:d9:fb:cf:cd:61,2,-80,REGION10
f4:d9:fb:d0:18:ae,2,-80,REGION10
f4:d9:fb:d0:18:ad,2,-81,REGION10
f4:d9:fb:cf:d1:a1,2,-84,REGION10
f4:d9:fb:cf:d1:a4,2,-84,REGION10
20:db:ab:92:99:ed,2,-84,REGION10
f4:d9:fb:cf:d1:a2,2,-85,REGION10
f4:d9:fb:cf:d1:a5,2,-85,REGION10
f4:d9:fb:cf:d1:a3,2,-85,REGION10
20:db:ab:92:99:eb,2,-85,REGION10
f4:d9:fb:d0:3a:aa,2,-85,REGION10
20:db:ab:92:99:e9,2,-85,REGION10
20:db:ab:92:99:ec,2,-85,REGION10
f4:d9:fb:d0:3a:ab,2,-86,REGION10
f4:d9:fb:d0:3a:ac,2,-86,REGION10
88:36:6c:4e:75:5e,2,-86,REGION10
72:5d:cc:41:ec:bc,2,-86,REGION10
f4:d9:fb:d0:3a:ad,2,-86,REGION10
20:db:ab:92:99:ea,2,-86,REGION10
f4:d9:fb:d0:3a:a9,2,-86,REGION10
e0:5f:b9:a3:5d:36,2,-86,REGION10
a8:5e:45:f2:b7:24,2,-88,REGION10
f4:d9:fb:d0:44:ea,2,-91,REGION10
20:db:ab:92:9a:61,2,-92,REGION10
20:db:ab:92:97:ca,2,-92,REGION10
f4:d9:fb:d0:44:e9,2,-92,REGION10
f4:d9:fb:cf:ce:69,2,-94,REGION10
20:db:ab:92:97:c5,2,-94,REGION10
20:db:ab:92:97:c4,2,-95,REGION10
f4:d9:fb:d0:0a:25,2,-95,REGION10
20:db:ab:92:97:c2,2,-96,REGION10
20:db:ab:92:9a:66,2,-96,REGION10
20:db:ab:92:9a:65,2,-96,REGION10
f4:d9:fb:d0:0a:23,2,-96,REGION10
f4:d9:fb:d0:0a:24,2,-96,REGION10
f4:d9:fb:d0:0a:22,2,-96,REGION10
f4:d9:fb:d0:0a:26,2,-96,REGION10
88:36:6c:13:2b:46,2,-97,REGION10
f4:d9:fb:cf:d0:a4,2,-97,REGION10
f4:d9:fb:cf:d0:a6,2,-97,REGION10
f4:d9:fb:cf:d0:a5,2,-97,REGION10
70:5d:cc:5c:76:52,2,-98,REGION10
f4:d9:fb:d2:8e:0e,3,-61,REGION10
f4:d9:fb:d2:8e:0d,3,-62,REGION10
f4:d9:fb:cf:cd:6c,3,-62,REGION10
f4:d9:fb:d3:ea:45,3,-62,REGION10
f4:d9:fb:d2:8e:0b,3,-62,REGION10
f4:d9:fb:d2:8e:0c,3,-62,REGION10
f4:d9:fb:d2:8e:0c,3,-62,REGION10
f4:d9:fb:d3:ea:4b,3,-62,REGION10
f4:d9:fb:d3:ea:4a,3,-62,REGION10
f4:d9:fb:d3:ea:49,3,-62,REGION10
f4:d9:fb:d3:ea:4d,3,-62,REGION10
f4:d9:fb:d3:ea:4e,3,-62,REGION10
f4:d9:fb:d3:ea:4c,3,-62,REGION10
f4:d9:fb:d3:ea:4c,3,-62,REGION10
f4:d9:fb:d0:63:6d,3,-63,REGION10
f4:d9:fb:d0:63:6e,3,-63,REGION10
f4:d9:fb:cf:cd:6e,3,-63,REGION10
f4:d9:fb:cf:cd:6d,3,-63,REGION10
f4:d9:fb:d3:ea:41,3,-63,REGION10
f4:d9:fb:d3:ea:42,3,-63,REGION10
f4:d9:fb:cf:d9:22,3,-63,REGION10
f4:d9:fb:d0:63:6a,3,-63,REGION10
f4:d9:fb:cf:cd:6a,3,-63,REGION10
f4:d9:fb:cf:cd:6c,3,-63,REGION10
f4:d9:fb:cf:cd:6b,3,-63,REGION10
f4:d9:fb:d3:ea:44,3,-63,REGION10
f4:d9:fb:d3:ea:43,3,-63,REGION10
f4:d9:fb:d2:8e:0a,3,-63,REGION10
f4:d9:fb:d0:63:6c,3,-63,REGION10
f4:d9:fb:cf:d9:24,3,-63,REGION10
f4:d9:fb:cf:d9:25,3,-63,REGION10
f4:d9:fb:cf:d9:26,3,-63,REGION10
f4:d9:fb:cf:d9:23,3,-63,REGION10
f4:d9:fb:cf:d9:21,3,-64,REGION10
f4:d9:fb:d0:63:6c,3,-64,REGION10
f4:d9:fb:d0:63:6b,3,-64,REGION10
f4:d9:fb:d0:63:69,3,-64,REGION10
f4:d9:fb:cf:cd:62,3,-65,REGION10
f4:d9:fb:d0:63:65,3,-65,REGION10
f4:d9:fb:cf:cd:65,3,-65,REGION10
f4:d9:fb:cf:cd:66,3,-65,REGION10
f4:d9:fb:d0:63:62,3,-66,REGION10
f4:d9:fb:d0:63:61,3,-66,REGION10
64:e5:99:a4:f5:48,3,-66,REGION10
f4:d9:fb:d0:63:63,3,-66,REGION10
f4:d9:fb:d0:63:64,3,-66,REGION10
f4:d9:fb:d0:63:66,3,-66,REGION10
f4:d9:fb:cf:cd:61,3,-67,REGION10
f4:d9:fb:cf:cd:64,3,-67,REGION10
64:e5:99:a4:f5:4c,3,-68,REGION10
f4:d9:fb:cf:d9:2e,3,-68,REGION10
f4:d9:fb:cf:d9:2d,3,-68,REGION10
2a:56:5a:21:83:62,3,-69,REGION10
f4:d9:fb:cf:d9:2c,3,-69,REGION10
20:db:ab:92:9a:6a,3,-70,REGION10
20:db:ab:92:9a:6b,3,-70,REGION10
20:db:ab:92:9a:6d,3,-71,REGION10
20:db:ab:92:9a:6c,3,-71,REGION10
f4:d9:fb:d0:38:eb,3,-71,REGION10
f4:d9:fb:d0:38:e6,3,-71,REGION10
88:36:6c:17:80:c4,3,-72,REGION10
f4:d9:fb:d0:18:ae,3,-72,REGION10
20:db:ab:92:9a:6c,3,-72,REGION10
f4:d9:fb:d0:38:e2,3,-72,REGION10
f4:d9:fb:d0:38:ed,3,-72,REGION10
f4:d9:fb:d0:38:ee,3,-72,REGION10
f4:d9:fb:d0:38:e3,3,-72,REGION10
f4:d9:fb:d0:38:e4,3,-72,REGION10
f4:d9:fb:d0:38:e5,3,-72,REGION10
f4:d9:fb:d0:24:2a,3,-72,REGION10
f4:d9:fb:d0:38:ea,3,-72,REGION10
f4:d9:fb:d0:24:29,3,-72,REGION10
f4:d9:fb:d0:38:ec,3,-72,REGION10
f4:d9:fb:d0:18:ad,3,-73,REGION10
f4:d9:fb:cf:d1:ac,3,-73,REGION10
f4:d9:fb:cf:d1:ab,3,-73,REGION10
f4:d9:fb:cf:d1:aa,3,-73,REGION10
f4:d9:fb:d0:18:ac,3,-73,REGION10
f4:d9:fb:d0:18:ab,3,-73,REGION10
f4:d9:fb:d0:18:aa,3,-73,REGION10
f4:d9:fb:cf:d1:ad,3,-74,REGION10
f4:d9:fb:cf:d1:ae,3,-74,REGION10
f4:d9:fb:cf:d1:ac,3,-74,REGION10
54:a0:50:d8:20:68,3,-75,REGION10
f4:d9:fb:cf:d1:a1,3,-76,REGION10
f4:d9:fb:d2:8e:02,3,-76,REGION10
f4:d9:fb:d2:8e:03,3,-76,REGION10
f4:d9:fb:d2:8e:01,3,-77,REGION10
f4:d9:fb:cf:d1:a4,3,-77,REGION10
f4:d9:fb:cf:d1:a5,3,-77,REGION10
f4:d9:fb:cf:d1:a3,3,-77,REGION10
f4:d9:fb:d2:8e:06,3,-77,REGION10
f4:d9:fb:d2:8e:04,3,-77,REGION10
f4:d9:fb:d2:8e:05,3,-77,REGION10
f4:d9:fb:d0:24:23,3,-77,REGION10
64:e5:99:a5:2b:58,3,-77,REGION10
f4:d9:fb:d0:24:22,3,-77,REGION10
f4:d9:fb:d0:24:24,3,-78,REGION10
f4:d9:fb:d0:0a:2a,3,-78,REGION10
f4:d9:fb:d3:eb:0a,3,-78,REGION10
f4:d9:fb:d3:eb:02,3,-78,REGION10
f4:d9:fb:d3:eb:0e,3,-78,REGION10
f4:d9:fb:d3:eb:05,3,-78,REGION10
f4:d9:fb:d3:eb:04,3,-78,REGION10
f4:d9:fb:d3:eb:0b,3,-78,REGION10
f4:d9:fb:d3:eb:0c,3,-78,REGION10
f4:d9:fb:d0:24:21,3,-78,REGION10
20:db:ab:92:9a:61,3,-79,REGION10
20:db:ab:92:9a:62,3,-79,REGION10
f4:d9:fb:d3:eb:0d,3,-79,REGION10
f4:d9:fb:d0:0a:2d,3,-79,REGION10
f4:d9:fb:d0:24:25,3,-79,REGION10
20:db:ab:92:9a:63,3,-79,REGION10
20:db:ab:92:9a:66,3,-79,REGION10
f4:d9:fb:d0:05:2b,3,-79,REGION10
f4:d9:fb:d0:0a:2b,3,-79,REGION10
f4:d9:fb:d3:eb:01,3,-79,REGION10
f4:d9:fb:d3:eb:03,3,-79,REGION10
f4:d9:fb:d0:3a:ad,3,-79,REGION10
f4:d9:fb:d0:0a:2c,3,-79,REGION10
f4:d9:fb:d0:0a:29,3,-79,REGION10
f4:d9:fb:d3:eb:09,3,-79,REGION10
f4:d9:fb:d0:3a:ac,3,-79,REGION10
f4:d9:fb:d0:3a:aa,3,-79,REGION10
f4:d9:fb:d0:05:2d,3,-80,REGION10
f4:d9:fb:d0:05:2e,3,-80,REGION10
20:db:ab:92:9a:64,3,-80,REGION10
20:db:ab:92:9a:65,3,-80,REGION10
f4:d9:fb:d0:05:2a,3,-80,REGION10
f4:d9:fb:d0:05:2c,3,-80,REGION10
f4:d9:fb:d0:05:2c,3,-80,REGION10
f4:d9:fb:d0:05:29,3,-80,REGION10
f4:d9:fb:d0:3a:ae,3,-80,REGION10
f4:d9:fb:d0:3a:ab,3,-80,REGION10
f4:d9:fb:d0:3a:ac,3,-80,REGION10
70:5d:cc:e5:6a:74,3,-81,REGION10
f4:d9:fb:cf:d0:a2,3,-81,REGION10
f4:d9:fb:cf:d0:a3,3,-81,REGION10
f4:d9:fb:cf:d0:a5,3,-82,REGION10
f4:d9:fb:cf:d0:a4,3,-82,REGION10
f4:d9:fb:cf:d0:a1,3,-82,REGION10
f4:d9:fb:cf:d0:a6,3,-82,REGION10
78:54:2e:4c:ee:70,3,-84,REGION10
f4:d9:fb:d0:05:23,3,-84,REGION10
f4:d9:fb:d0:05:25,3,-85,REGION10
f4:d9:fb:d0:05:26,3,-85,REGION10
20:db:ab:92:99:ee,3,-85,REGION10
f4:d9:fb:d0:05:24,3,-85,REGION10
f4:d9:fb:d0:05:22,3,-86,REGION10
f4:d9:fb:d0:3a:a2,3,-88,REGION10
f4:d9:fb:d0:3a:a3,3,-88,REGION10
f4:d9:fb:d0:3a:a4,3,-88,REGION10
f4:d9:fb:d0:3b:e5,3,-88,REGION10
70:5d:cc:5c:76:52,3,-89,REGION10
f4:d9:fb:d0:3b:e2,3,-89,REGION10
f4:d9:fb:d0:3b:e1,3,-89,REGION10
70:5d:cc:6b:43:4a,3,-89,REGION10
f4:d9:fb:d0:3b:e4,3,-89,REGION10
f4:d9:fb:d0:3b:e6,3,-89,REGION10
f4:d9:fb:d0:3b:e3,3,-89,REGION10
f4:d9:fb:d0:0a:23,3,-90,REGION10
f4:d9:fb:d0:0a:25,3,-90,REGION10
f4:d9:fb:d0:0a:24,3,-90,REGION10
f4:d9:fb:cf:ce:62,3,-92,REGION10
f4:d9:fb:cf:ce:61,3,-92,REGION10
f4:d9:fb:cf:ce:65,3,-93,REGION10
f4:d9:fb:cf:ce:63,3,-93,REGION10
f4:d9:fb:cf:ce:64,3,-93,REGION10
f4:d9:fb:cf:ce:66,3,-93,REGION10
86:25:19:a6:d7:77,3,-95,REGION10
f4:d9:fb:cf:aa:aa,3,-97,REGION10
f4:d9:fb:cf:aa:ad,3,-98,REGION10
f4:d9:fb:cf:aa:a9,3,-98,REGION10
f4:d9:fb:cf:aa:ac,3,-98,REGION10
f4:d9:fb:d3:ea:43,4,-55,REGION10
f4:d9:fb:d3:ea:42,4,-56,REGION10
f4:d9:fb:d3:ea:44,4,-56,REGION10
f4:d9:fb:d3:ea:45,4,-56,REGION10
f4:d9:fb:d3:ea:46,4,-56,REGION10
f4:d9:fb:d3:ea:41,4,-57,REGION10
64:e5:99:a4:f5:4c,4,-57,REGION10
f4:d9:fb:cf:cd:6d,4,-59,REGION10
f4:d9:fb:cf:cd:6e,4,-61,REGION10
f4:d9:fb:cf:cd:6a,4,-61,REGION10
f4:d9:fb:cf:cd:6c,4,-61,REGION10
f4:d9:fb:cf:cd:6c,4,-62,REGION10
f4:d9:fb:cf:cd:6b,4,-62,REGION10
f4:d9:fb:cf:cd:69,4,-62,REGION10
2a:56:5a:21:83:62,4,-63,REGION10
64:e5:99:a4:f5:48,4,-63,REGION10
f4:d9:fb:d0:63:6d,4,-64,REGION10
f4:d9:fb:d0:63:6e,4,-64,REGION10
f4:d9:fb:d0:63:6c,4,-64,REGION10
f4:d9:fb:d0:63:6b,4,-64,REGION10
f4:d9:fb:d0:63:6a,4,-64,REGION10
f4:d9:fb:d2:8e:0c,4,-64,REGION10
f4:d9:fb:d3:ea:4d,4,-65,REGION10
f4:d9:fb:d2:8e:0e,4,-66,REGION10
f4:d9:fb:d2:8e:0b,4,-66,REGION10
f4:d9:fb:d3:ea:4e,4,-66,REGION10
f4:d9:fb:d2:8e:0d,4,-67,REGION10
f4:d9:fb:d2:8e:0a,4,-67,REGION10
f4:d9:fb:d2:8e:0c,4,-67,REGION10
f4:d9:fb:d3:ea:4b,4,-67,REGION10
f4:d9:fb:d3:ea:4a,4,-67,REGION10
f4:d9:fb:d3:ea:49,4,-67,REGION10
f4:d9:fb:d3:ea:4c,4,-67,REGION10
f4:d9:fb:d3:ea:4c,4,-67,REGION10
f4:d9:fb:d2:8e:09,4,-67,REGION10
64:e5:99:a5:2b:58,4,-68,REGION10
f4:d9:fb:d0:63:62,4,-71,REGION10
f4:d9:fb:d0:63:61,4,-71,REGION10
f4:d9:fb:d0:63:65,4,-71,REGION10
f4:d9:fb:d0:63:63,4,-71,REGION10
f4:d9:fb:d0:63:64,4,-71,REGION10
f4:d9:fb:cf:d9:24,4,-72,REGION10
f4:d9:fb:cf:d9:25,4,-72,REGION10
f4:d9:fb:cf:d9:26,4,-72,REGION10
f4:d9:fb:cf:d9:23,4,-72,REGION10
f4:d9:fb:cf:d1:ad,4,-73,REGION10
f4:d9:fb:cf:d1:ae,4,-73,REGION10
f4:d9:fb:cf:d9:22,4,-73,REGION10
f4:d9:fb:cf:d9:21,4,-73,REGION10
f4:d9:fb:cf:d1:ac,4,-73,REGION10
f4:d9:fb:cf:d1:ab,4,-73,REGION10
f4:d9:fb:cf:d1:aa,4,-73,REGION10
f4:d9:fb:d0:38:e4,4,-73,REGION10
f4:d9:fb:cf:d1:a9,4,-73,REGION10
f4:d9:fb:d0:38:e5,4,-75,REGION10
f4:d9:fb:d0:38:e2,4,-75,REGION10
f4:d9:fb:d0:38:e6,4,-75,REGION10
f4:d9:fb:d0:38:e3,4,-75,REGION10
54:a0:50:d8:20:68,4,-76,REGION10
f4:d9:fb:d0:38:e1,4,-76,REGION10
f4:d9:fb:d3:eb:04,4,-76,REGION10
f4:d9:fb:d3:eb:03,4,-76,REGION10
f4:d9:fb:d0:24:2d,4,-76,REGION10
f4:d9:fb:d3:eb:02,4,-77,REGION10
f4:d9:fb:d3:eb:01,4,-77,REGION10
f4:d9:fb:d3:eb:05,4,-77,REGION10
f4:d9:fb:d0:24:24,4,-78,REGION10
f4:d9:fb:d0:24:23,4,-78,REGION10
f4:d9:fb:d0:24:25,4,-78,REGION10
f4:d9:fb:d0:24:26,4,-78,REGION10
f4:d9:fb:d2:8e:02,4,-79,REGION10
f4:d9:fb:cf:cd:62,4,-79,REGION10
f4:d9:fb:d2:8e:03,4,-79,REGION10
f4:d9:fb:d2:8e:05,4,-79,REGION10
f4:d9:fb:cf:cd:64,4,-79,REGION10
f4:d9:fb:d0:38:ee,4,-79,REGION10
f4:d9:fb:cf:cd:65,4,-79,REGION10
f4:d9:fb:d0:24:21,4,-79,REGION10
f4:d9:fb:d0:24:22,4,-79,REGION10
f4:d9:fb:cf:cd:66,4,-79,REGION10
f4:d9:fb:d2:8e:04,4,-80,REGION10
f4:d9:fb:d0:18:ac,4,-80,REGION10
f4:d9:fb:d0:18:ab,4,-80,REGION10
f4:d9:fb:d0:18:aa,4,-80,REGION10
f4:d9:fb:cf:cd:61,4,-80,REGION10
f4:d9:fb:d0:18:ae,4,-80,REGION10
f4:d9:fb:d0:18:ad,4,-81,REGION10
f4:d9:fb:cf:d1:a1,4,-84,REGION10
f4:d9:fb:cf:d1:a4,4,-84,REGION10
20:db:ab:92:99:ed,4,-84,REGION10
f4:d9:fb:cf:d1:a2,4,-85,REGION10
f4:d9:fb:cf:d1:a5,4,-85,REGION10
f4:d9:fb:cf:d1:a3,4,-85,REGION10
20:db:ab:92:99:eb,4,-85,REGION10
